Ingredient_Smile
CC12CCC3=C(C1CCC(=O)C2)COC3=O
CC1C2C3=CC(=C(C=C3CCN2CC4=C1C=CC(=C4OC)O)OC)OC
CCC=CCC=CCC=CCCCCCC=C
CC1(C2CCC3(CCC=C(C3(C2)O1)CO)C)C
CC1=CCCC(=C)C2CC(C2CC1)(C)C
CC1CCOC(O1)CC2C(C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)C=C
CC(C)CC(=O)OC1C=C2C(C1(COC(=O)C)O)C(OC=C2COC(=O)C)OC(=O)CC(C)(C)OC(=O)C
CC1CC=CC(CC(C2C(CCC2(C=C1)C)C(C)(C)O)OC(=O)C)(C)O
CCCCCCCC(C=CC#CC#CC(CC)O)OC(=O)C
CC(=O)OCC1=C2C(CC1O)C(=COC2OC3C(C(C(C(O3)CO)O)O)O)C(=O)OC
CC1=C2C(C(C3(CCC(C(=C)C3C(C(C2(C)C)(CC1=O)O)OC(=O)C)OC(=O)CC(C4=CC=CC=C4)N(C)C)C)O)OC(=O)C
CCCCCCCC(C(CC#CC#CC(C=C)O)O)OC(=O)C
CCN1CC2(C(CC(C34C2C(C(C31)C5(C6C4(CC(C6OC(=O)C7=CC=CC=C7)(C(C5O)OC)O)O)OC(=O)C)OC)OC)O)COC
CC1(CCCC2(C1CCC(=C)C2CCC3=COC=C3)O)CO
CC1C(=O)C=CC2C1(CC3=C(C2)OC=C3C)C
CC(=C)C(CCC1(C2CC3C1(C3C2)C)C)OO
CC(C)C1CCC(C2C1C=C(CC2)C=O)(C)O
COC1=CC(=C2C3=C1C4=CC=CC=C4C=C3NC2=O)OC
COC1=CC(=C2C3=C1C4=CC=CC=C4C=C3NC2=O)OC
COC1=CC(=C2C3=C1C4=CC=CC=C4C=C3NC2=O)OC
CC1CCC2C1C3C(C3(C)CO)CCC2(COC4C(C(C(C(O4)CO)O)O)O)O
CC1C2C=CC(C3CCC(=C)C3C2OC1=O)(CO)OC4C(C(C(C(O4)CO)O)O)O
CC1=CC2C(CCC(C2CC1)(C)O)C(C)C
CC1=C2C(C(C3(C(CC(C(=C)C3C(C(C2(C)C)CC1=O)O)O)O)C)O)OC(=O)C
CC1=C2C(C(C3(C(CC(C(=C)C3CC2(CC1OC(=O)C)C(C)(C)O)OC(=O)CC(C4=CC=CC=C4)NC)OC(=O)C)C)OC(=O)C)OC(=O)C5=CC=CC=C5
CC1=C2C(C(C3(C(CC(C(=C)C3CC2(CC1OC(=O)C)C(C)(C)O)OC(=O)CC(C4=CC=CC=C4)NC)OC(=O)C)C)OC(=O)C)OC(=O)C5=CC=CC=C5
CC1=C2C(C(C3(C(CC(C(=C)C3CC2(CC1OC(=O)C)C(C)(C)O)OC(=O)CC(C4=CC=CC=C4)N(C)C)OC(=O)C)C)OC(=O)C)OC(=O)C5=CC=CC=C5
CC1=C2C(C(C3(C(CC(C(=C)C3CC2(CC1OC(=O)C)C(C)(C)O)OC(=O)CC(C4=CC=CC=C4)N(C)C)OC(=O)C)C)OC(=O)C)OC(=O)C5=CC=CC=C5
CC1=C2C(C(C3(CCC(C4(C3C(C(C2(C)C)CC1OC(=O)C)OC(=O)C)CO4)OC(=O)C=CC5=CC=CC=C5)C)O)O
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2C4C(C(C(C(O4)CO)O)O)O)C=C(C=C3O)CO
CC1CCCC2(C1(C(C3=C(C2)OC=C3C)OC(=O)C(C)C)C)O
CC1CCCC2(C1(C(C3=C(C2)OC=C3C)OC)C)O
CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)OC(=O)CC(C)O
CCC(C)C(=O)OC1C2=C(CC3(C1(C(CCC3)C)C)O)OC=C2C
CCC(C)C(=O)OC1C2=C(CC3(C1(C(CCC3)C)C)O)OC=C2C
CC1=C2C(C(C3(C(CC4C(C3C(C2(CC1O)C(C)(C)O)OC(=O)C)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)O
CC1=C2C(=O)C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C
CCCCCC(=O)NC(C1=CC=CC=C1)C(C(=O)OC2CC3(C(C4C(C(CC5C4(CO5)OC(=O)C)O)(C(=O)C(=O)C(=C2C)C3(C)C)C)OC(=O)C6=CC=CC=C6)O)O
CC1=C2C(=O)C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C
CC1=C2C(=O)C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C
CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1=O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O
CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O
CC1=C2C(C(C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)O
CC1=C2C(C(C3(C(CC(C(=C)C3C(C(C2(C)C)CC1=O)OC(=O)C)OC(=O)C=CC4=CC=CC=C4)OC(=O)C)C)OC(=O)C)O
CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)O
CC=C(C)C(=O)NC(C1=CC=CC=C1)C(C(=O)OC2CC3(C(C4C(C(CC5C4(CO5)OC(=O)C)O)(C(=O)C(C(=C2C)C3(C)C)O)C)OC(=O)C6=CC=CC=C6)O)O
CCCCCC(=O)NC(C1=CC=CC=C1)C(C(=O)OC2CC3(C(C4C(C(CC5C4(CO5)OC(=O)C)O)(C(=O)C(C(=C2C)C3(C)C)O)C)OC(=O)C6=CC=CC=C6)O)O
CC1=C2C(CC3(CCC(C(=C)C3C(C(C2(C)C)C(C1)OC(=O)C(C)C(C)O)OC(=O)C)OC(=O)C)C)O
CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)O
CC=C(C)C(=O)NC(C1=CC=CC=C1)C(C(=O)OC2CC3(C(C4C(C(CC5C4(CO5)OC(=O)C)O)(C(=O)C(C(=C2C)C3(C)C)O)C)OC(=O)C6=CC=CC=C6)O)O
CC1=C2C(C(C3(C(CC(C(=C)C3C(C2(CC1O)C(C)(C)O)OC(=O)C)O)OC(=O)C)C)OC(=O)C)O
CC1=C2C(C(C3(C(CC(C(=C)C3C(C2(CC1O)C(C)(C)O)OC(=O)C)O)OC(=O)C)C)OC(=O)C)O
CCCCCCCCCC(=O)C=C(C=CC1=CC(=C(C=C1)O)OC)O
CC1CCC2(C(C3C(O2)CC4C3(C=CC5=C6CCC(CC6CCC45)O)C)C)OC1
CC(C)C1=C(C=C2CC(CCCC2=C1)CCCC3(CO3)CO)OC
CC1=C(C(C(C1)O)CCO)CO
CC1=CCC2C1C(OC=C2C(=O)O)OC3C(C(C(C(O3)CO)O)O)O
CCCCCCC=CC(C(C#CC#CC(C=C)O)O)O
CC1(C2CC(CCC(C2CC1=O)(CO)O)C(C)(C)OC3C(C(C(C(O3)CO)O)O)O)O
CC=C(C)C(=O)OC1CC2(CO2)C3C(C4C(C3(C5C1C(=C)C(=O)O5)O)(O4)C)O
CC12CCCC(=C)C1CC(CC2)C(C)(C)O
CC12CCCC(=C)C1CC(CC2)C(C)(C)O
CCCCCCCCCC(CC(CCC1=CC(=C(C=C1)O)OC)O)O
CCCCCCCCCC(CC(CCC1=CC(=C(C=C1)O)OC)O)O
CCCCCCCCCC(=O)CC(=O)CCC1=CC(=C(C=C1)O)OC
CCCCCCCCCC(=O)C=C(CCC1=CC(=C(C=C1)O)OC)O
CCCCCCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O
CCCCCCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O
CCCCCCCCCCC=CCCCCCCCCC
CCCCCC=CCCCCCCCCC(=O)O
C(CCCC=CC(=O)O)CCCO
C(CCCC=CC(=O)O)CCCO
CCCCCCCCCCCC1=C(C(=C2C3=CC(=C(C(=C3OC2=O)CCCCCCCCCCC)O)OC)OC1=O)O
CC1=C2C(C(C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)OC(=O)C)C)OC(=O)C)OC(=O)CO
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2(C4C(C(C(C(O4)CO)O)O)O)O)C=C(C=C3O)CO
C1=CC2=C(C(=C1)O)C(=O)C3=C(C2(C4C(C(C(C(O4)CO)O)O)O)O)C=C(C=C3O)CO
C=CC1=CN=CC2=C1C=C3C4=C(CCN3C2=O)C5=C(N4)C=CC(=C5)O
CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)O)O
CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)O)O
CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2(C4C(C(C(C(O4)CO)O)O)O)O)C=CC=C3OC5C(C(C(C(O5)CO)O)O)O
CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2(C4C(C(C(C(O4)CO)O)O)O)O)C=CC=C3OC5C(C(C(C(O5)CO)O)O)O
CCC1CC2CC3(C1N(C2)CCC4=C3NC5=C4C=C(C=C5)O)C(=O)OC
CC1(C2CCC(C2)(C1=O)CO)C
CC(=C1CC2(C3C1CC(C2(CC3)O)(C)O)C)C
COC(=O)C1=COC(C(=CCO)C1CC(=O)OCCC2=CC=C(C=C2)O)OC3C(C(C(C(O3)CO)O)O)O
C1OC2=C(O1)C3=C4C(=C2)C=CN=C4C(=O)C5=C3C=C(C=C5)O
CCN1CC2(CCC(C34C2C(C(C31)(C5(CC(C6CC4(C5C6OC)O)OC)O)O)OC)OC)COC(=O)C7=CC=CC=C7N8C(=O)CC(C8=O)C
CCN1CC2(CCC(C34C2C(C(C31)(C5(CC(C6CC4(C5C6O)O)OC)O)O)OC)OC)C
COC(=O)C1=COC(C(=CCO)C1CC(=O)OCCC2=CC(=C(C=C2)O)O)OC3C(C(C(C(O3)CO)O)O)O
CCCCCCCCCCCCCCCC(=O)CCCCCC(CCCCCCCCC)O
C=CC1C2CC3C4=C(CCN3C(=O)C2=COC1OC5C(C(C(C(O5)CO)O)O)O)C6=C(N4)C=CC(=C6)O
C(CCCC=CC(=O)O)CCCO
CC1(C2CC1C(=O)C=C2CO)C
CC(C)CC(=O)OC1C2C(C3C(C2(O)OC(=O)CC(C)C)O3)C(=CO1)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O
CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)OC)OC(=O)C
CC=C1CN2C3CC1C(C2CC4=C3N(C5=C4C=C(C=C5)OC)C)CO
CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)OC)O
CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C3=C2)N=C5C=CC(=CC5=C4)OC)O
COC1=CC2=C(C=C1)N3C(=O)C=CC4=NC=CC2=C43
CC=C1CN2CCC34C(C1CC2C3N(C5=C4C=C(C=C5)OC)C)C(=O)OC
CC=C1C[N+]2(CCC34C(C1CC2C3N(C5=C4C=C(C=C5)OC)C)C(=O)OC)[O-]
CCCCCCCCC(C(C#CC#CC(C=C)O)O)OC
CCC1CC2CC3C1N(C2)CCC4=C3NC5=C4C=C(C=C5)OC
CCCCC(C)C=CCCCCCCCOC(=O)C
CCCCCCCCCC(C)CCCCCCCCC
CCCCCCCCCC(C)CCCCCCCCC
CCCCCCCCCCCCCCCCCCCC(CCCCCCCCC)O
CCCCCCCCCCCCCCCCCCCC(=O)CCCCCCCCC
CCCCCCCCCC(CCCCCCCCC)O
CCCCCCCCC=CCCCCCCCCC(=O)OC
CC(=O)OCC1=CCC2C1C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O
CC(=O)OCC1=CCC2C1C(OC=C2C(=O)O)OC3C(C(C(C(O3)CO)O)O)O
CC(=O)OCC1(C=CC2C1C(OC=C2C(=O)O)OC3C(C(C(C(O3)CO)O)O)O)O
CCCCCCCCCCCCCCCCC(C=CCCCCCCCCCO)O
CCCCCCCC=CCCCCCCCCC(=O)O
COC1=C(C=CC(=C1)C=CC(=O)OCC2(C=CC3C2C(OC=C3C(=O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O
CC1(C=CC2=C(C3=C(C(=C2O1)C(C)(C)C=C)OC4=C(C3=O)C=CC(=C4OC)O)O)C
COC1=C(C=C2C(=C1)CC(COC3=C2C=CC(=C3)O)(CO)O)O
C1=CC(C2C1C=COC2OC3C(C(C(C(O3)CO)O)O)O)(COC(=O)C=CC4=CC=C(C=C4)O)O
CC1=C(C(CCC1=O)(C)C)CCC(C)O
CC1=C(OC(=C(C1=O)C)OC)CCCCCCCCCC(=O)C
C(CCCC(=O)O)CCC=CC=O
CC1(CCC1(C)C2=CC3=CC(=C(C=C3O2)OC)OC)C4=CC5=CC(=C(C=C5O4)OC)OC
CC1(CCC(O1)(C)C2=CC3=CC(=C(C=C3O2)OC)OC)C4=CC5=CC(=C(C=C5O4)OC)OC
CC12CCCC(C1CCC(=C)C2CCC3=CC(OC3=O)OC)(C)C(=O)O
CC1=CC(=C2C(=C1)C(C3=C(C2=O)C(=CC=C3)O)C4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O
CC1(CCC1(C)C2=CC3=CC(=C(C=C3O2)OC)OC)C4=CC5=CC(=C(C=C5O4)OC)OC
CC1(CCC(O1)(C)C2=CC3=CC(=C(C=C3O2)OC)OC)C4=CC5=CC(=C(C=C5O4)OC)OC
CC12CCCC(C1CCC(=C)C2CCC3=CC(OC3=O)OC)(C)C(=O)O
CCCCCCCCCC=CC(=O)CCC1=CC(=C(C=C1)O)OC
CC1(CCC(=C)C2=C1C3=CC(=C(C=C3O2)OC)OC)C4=CC5=CC(=C(C=C5O4)OC)OC
CC1CCCC(C2=CC(=C)CCC12)(C)C
C=CCCCCCCCCC=O
C=CCCCCCCCCC(=O)[O-].[+]
CC=CC=CCC=CCCCCCCCCCC1=C(C=CC(=C1)O)O
CCCC=CCC=CCCCCCCCCCC1=C(C=CC(=C1)O)O
CCCCCC=CCC=CCCCCCCCCC(=O)O
CCCCCCC=CCCCCCCCCC(=O)O
CCCCCCC=CCCCCCCCCCC1=C(C=CC(=C1)O)O
CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(C=C(C=C3)CC=C)O)O)O)O)O)O)O
CC1CCOC(O1)CC2C(C(OC=C2C(=O)OC)OC3C(C(C(C(O3)CO)O)O)O)C=C
CC1CC(=O)C=C2C1(C3C(C3(C)C)C=C2)C
CC1CCC=C2C1(C3C(C3(C)C=O)CC2)C
CC1CC(=O)C=C2C1(C3C(C3(C)C)CC2)C
CC1CCC(=O)C2=CCC3C(C12C)C3(C)C
CC1CC(C=C(CC2=C(C(=CO2)C)C(=O)C1)C)OC
CC1CC(C=C(CC2=C(C(=CO2)C)C(=O)C1)C)OC
CC1=CC(=O)C2=C(CC(=CCC1)C)OC=C2C
CC1CCC23C1CC(CCC2(O3)C)C(=C)C
CC1CCC23C1CC(CCC2(O3)C)C(=C)C
CC1CCC23C1CC(CCC2(O3)C)C(=C)C
CC1(C2C1C=C(CCC3C(O3)(CC2)C)C=O)C
CCCCCCCCCCCCCCCCCCCC(CCCCCCCCCO)O
CC(=C)C(CCC1=CCOC1)O
CC(C)(C=CCC1=CCOC1)O
CC1=CC(=C(C2=CC=C(C=C2)Cl)C3=CC=C(O3)C(=C4C=C(C(=O)C(=C4)C(C)(C)C)C)C5=CC=C(C=C5)Cl)C=C(C1=O)C(C)(C)C
CC1(CCC2C13CC(CC3O)C(=O)C2)C
CC(C)C1=C(C2=C(C(=C1O)O)C3(CCCC(C3CC2=O)(C)C)C)O
CC(=O)OC1C2C(C3(C(=O)C(OC3(C2(C45C(O4)C(=O)OC(C5(C1OC(=O)C)C)C6=COC=C6)C)O)(C)C)O)(C)C=CC(=O)OC
CC1CCCC2(C1(C(CC2)C(=O)C(C)C)C)O
CC1CCC=C2C1(C(CC2)C(=O)C(C)C)C
CC(C)C1=C(C(=C2C(=C1)C(=O)CC3C2(CCC(=O)C3(C)C)C)O)O
CC1CCC2(C3(C1CC(C2(CO)O)CC3)C)C
CC(C)C1CCC2=C3C=CC4C5(CCCC(C5CCC4(C3(CCC12C)C)C)(C)C)C
CC1=CCCC2(C(O2)C3C(C(C1)OC(=O)C)C(=C)C(=O)O3)C
C(CCl)Cl
CC1C2CCC(=C)C3CC(C(=C)C3C2OC1=O)OC4C(C(C(C(O4)CO)O)O)O
CC(CCCCCCCCCCOC(=O)C)C=C(C)C
CCCCCCC=CC=CCCCCCCCCCC(=O)OC
C=C1CCC2C(C3C1CCC3=C)OC(=O)C24CO4
C=C1CCC2C(C3C1CC(C3=C)O)OC(=O)C24CO4
C(CCl)Cl
COC(=O)CC=CC1C(C(OC=C1C(=O)OC)OC2C(C(C(C(O2)CO)O)O)O)C=C
CCCCCC=CCC=CCCCCCCCCCC(=O)O
CCCCCC=CCC=CCCCCCCCCCC(=O)O
CCCC=CCC=CCCCCCCCCCC(=O)OC
C=CCCCCCCCCC=C
CC=CC#CC#CC#CC#CC=C
CCCCCCCCCCCCCCCCCCCC(CCCCCCCCCCO)O
CC=CC#CC#CC#CC#CC=C
CC=CC#CC#CC#CC#CC=C
CC=CC#CC#CC#CC#CC=C
CC1(CC(=O)CC([N+]1(C)C)(C)C)C
CC1C(=C=C(C)C)C1(C)C
CC1CCCCC1(C)C
C=CCCCCCCCCCCC=C
CC1(CC(C2=CC=CC=C21)(C)C3=CC=CC=C3)C
CC1CCC(C1)(C)C
CC1=CC(C2=CC=CC=C12)(C)C
CCC(C)CCCCCCCCCCCCC(=O)N1CCCC1
C(CCCCCCCO)CCCCCCO
CC1(CCC=C2C1C(=C)CCC2(C)C)C
CC1=CC=C(C=C1)C(C)CCC=C(C)C
CC1=CC=C(C=C1)C(C)CCC=C(C)C
CCCCC(=O)C=CC=CC(=O)N1CCCCC1
C(CCCCCCCCO)CCCCCCCO
CC1=CC2=C(C=C1)C(CC=C2)(C)C
CC1=CC2=C(C=C1)C(CC=C2)(C)C
CC1(C2C1C3C(CCC3(C)O)C(=C)CC2)C
CC1(C2C1C3C(CCC3(C)O)C(=C)CC2)C
CCCCCCCCCCCC(CCCCCCCCCCCCCCCCCO)O
CN1CCC2=CC3=C(C=C2C1C4C5=C(C(O4)O)C6=C(C=C5)OCO6)OCO3
C=CCCCCCCCCCCCCCCCCC=C
CCN1C2C3CC4C2(C5CCC4(C1O5)C)C6C37CCC(C6OC(=O)C)C(=C)C7O
CC(=O)C1=CCCCC1
CC12CCC(C(C1CCC3(C2C4C(O4)C56C3(CCC7(C5CC(=C)CC7)C(=O)O6)C)C)(C)CO)O
CC12CCC(C(C1CCC3(C2C4C(O4)C56C3(CCC7(C5CC(=C)CC7)C(=O)O6)C)C)(C)CO)O
CC1CC2C(C(C(=O)O2)C)C(C3(C1C=CC3=O)C)O
CC1CC2C(CC=C1CCC(=O)C)C(C(=O)O2)C
CC1C(C(C(C(O1)OC2CCC3(C(C2(C)CO)CCC4(C3C(C=C5C4(CC(C6(C5CC(CC6)(C)C)CO)O)C)O)C)C)OC7C(C(C(C(O7)CO)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)O
CC1CCC2C(C1)C(C(=O)C=C2C)C(=C)C
CC1CC(=O)CC2=CCC3C(C12C)C3(C)C
CC1CCCC2=CC(=O)C3C(C12C)C3(C)C
CC1=C2CCC3C2(CC(C4C3CCC5=CC(=O)C=CC45C)O)CO1
CC1CC23C4CCCN2CCC(C3C(C1OC(=O)C)CC4OC(=O)C)O
CC1(CCCC2(C1CCC3(C2C(CC(O3)(C)C=C)O)C)C)C
CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3CCC4(C(C3(C)C)CCC5(C4C(C=C6C5(CC(C7(C6CC(CC7)(C)C)CO)O)C)OC)C)C)COC8C(C(C(C(O8)CO)O)O)O)O)O)O
CC1C2CCC(=C)C3CC(C(=C)C3C2OC1=O)O
CC1=C2C(C3C(C(C1)O)C(=C)C(=O)O3)C(=CC2=O)CO
CC1C2C(CC(=C3C(C2OC1=O)C(=CC3=O)CO)C)OC(=O)CC4=CC=C(C=C4)O
CC1C2CCC(=CCCC3(C(C2OC1=O)O3)C)C
CC1C2CCC3(C(CCC(=C)C3C2OC1=O)O)C
CC1C2CCC(=CCCC(=CC2OC1=O)C)C(=O)OC3C(C(C(C(O3)CO)O)O)O
CC1C2C(CC(=C)C3CC(C(=C)C3C2OC1=O)O)OC4C(C(C(C(O4)CO)O)O)O
CC1C2CCC(=CCCC(=CC2OC1=O)C)C(=O)OC3C(C(C(C(O3)CO)O)O)O
CC1CC2CC(=O)C3CCCN4C3(C1)C2(C(CC4)O)O
CC(=O)OC1CC2C(OC(=O)C=CC2(C3C1(C45C(O4)C(=O)OC(C5(CC3O)C)C6=COC=C6)C)C)(C)C
COC1=CC23CCC[N+]2(CC(C4=CC5=C(C=C4C3C1O)OCO5)O)[O-]
CC(=O)OC1CC2C(OC(=O)CC(C2(C3C1(C45C(O4)C(=O)OC(C5(CC3O)C)C6=COC=C6)C)C)OC(=O)C)(C)C
CC12CCC(=O)C=C1C(CC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O)O
C1CC2(C3C(COC2=CC1=O)C4=CC5=C(C=C4O3)OCO5)O
COC1=CC2=C(C=C1)C3COC4=CC(=O)CCC4(C3O2)O
C1CCC(CC1)C2CCCCC2
CC(=O)C1=C(C(=C(C=C1OC)O)CC2=C(C=C(C(=C2O)C(=O)C)OC)O)O
CCCCCCCCCCCC(CCCC)CCCCCCCCCC
CCCCCCCCCCC(CCCCCCCCCC)C1CCCCC1
CCCCCCCCCCCC(CCCCCCCCCC)CCCCCCCCCC
CC12CCC(=O)C=C1CCC3C2C(=O)CC4(C3CCC4C(=O)CO)C
CC1C(C(C2C3(C(CC4C2(C1(CC(=O)O4)O)C)C(=CC(=O)C3O)C)C)O)O
CC1(C2CCC3(C(C2(CCC1O)C)CC=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C
CC1CC2C(C(C3(O2)CCC4C5CC=C6CC(CCC6(C5CC4=C3C)C)O)C)NC1
CC(CC(C(C(C)(C)O)O)O)C1=C2CCC3C4(CCC(=O)C(C4CCC3(C2(CC1)C)C)(C)C)C
CC1(C2CCC3(C(C2(CCC1O)C)CC=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C
CC1(C2CCC3(C(C2(CCC1O)C)CC=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C
CCCCCCC1CC1(Cl)Cl
C1CC23C1(CC2)C4C=CC3C=C4
CCCC(OCC)OCC
CCOC(C)OCC
CCCCCCC(OCC)OCC
CCCCCC(OCC)OCC
CCCCCCCCC(OCC)OCC
CCCCCCCCC(OCC)OCC
CCCCCCCCCCCCCC(OCC)OCC
CCCCCCCC(OCC)OCC
CCC(CC)(CC)C1=CC=CC=C1
CC(C)C(OC)OC
CC(=C)C=CC1CC1(C)C
CC(=C)C=CC1CC1(C)C
CCC1CCCC1(C)C
CCCC(C)(C)C1=CC=CC=C1
CCCCCCCCCCC=CCCCCCCCCCC(=O)O
C=CCCCCCCCCCCOC(=O)C(F)(F)F
CCCCCCCCC=CCCCCCCCCCC(=O)O
CCCCCCCCC=CCCCCCCCCCC(=O)O
CCCCCCCCC=CCCCCCCCCCC(=O)OC
CC(=O)OC1C(C(C23C(O2)CC(C3(C1OC(=O)C)C)C4=CC(=O)OC4O)(C)C)C5(C=CC(=O)C(C5CC(=O)OC)(C)C)C
CC(=O)OC1C(C(C23C(O2)CC(C3(C1OC(=O)C)C)C4=CC(OC4=O)O)(C)C)C5(C=CC(=O)C(C5CC(=O)OC)(C)C)C
CCCCCCOC(C)OCC
CCCCCOC(C)OCC
CCCCCC(=O)CCCCCCCCCC(=O)O
CCCCC=CCCCCCCCCCC(=O)O
CCC(C)CC(=O)OCC1=COC(C2C1(CC(C23CO3)OC(=O)C)O)OC(=O)CC(C)C
CC12CCC(C1CCC(=CC2)C=O)C(C)(C)O
CCC12CC(=C3C4(C1N(CC4)CC5C2O5)C6=C(N3)C=C(C=C6)O)C(=O)OC
CC(=CCC1=C(C(=CC2=C1C(=O)C3=C(O2)C=C(C4=C3OC(C(C4)O)(C)C)O)O)OC)C
CCC(C=CCCCCCCCC(=O)O)O
CC(C)C1=CC(=C2C(=C1)C(=O)CC3C2(CCCC3(C)C)C)O
CC(=CC(=O)CC1(C2CC3C1(C3C2)C)C)C
COC1=CC23CCCN2CC(C4=CC5=C(C=C4C3C1O)OCO5)O
CCC1CC2CC3(C1N(C2)CCC4=C3NC5=C4C=CC(=C5)O)C(=O)OC
